step,reward
0,1566.438545
1,1519.548958
2,1558.523723
3,1562.030608
4,1477.405676
5,1610.668228
6,1517.567251
7,1563.431671
8,1465.06487
9,1485.738636
10,1506.481019
11,1410.475741
12,1390.561331
13,1502.638107
14,1459.210178
15,1508.813531
16,1493.656392
17,1591.451047
18,1456.18455
19,1438.923062
20,1584.083838
21,1471.266337
22,1501.777308
23,1460.484517
24,1474.284431
25,1600.333456
26,1543.098415
27,1455.853284
28,1463.268386
29,1396.928894
30,1544.779718
31,1508.149173
32,1518.027132
33,1458.870331
34,1476.203397
35,1527.753392
36,1504.717699
37,1492.276141
38,1448.68502
39,1571.980291
40,1414.87443
41,1549.304098
42,1544.947321
43,1458.498763
44,1518.266912
45,1505.795439
46,1534.975137
47,1488.394545
48,1497.386295
49,1417.422568
50,1538.979865
51,1475.012753
52,1470.462258
53,1531.205994
54,1446.412096
55,1440.721331
56,1470.598441
57,1503.416012
58,1605.078942
59,1538.966914
60,1436.685249
61,1412.418172
62,1459.493934
63,1530.520473
64,1551.946146
65,1501.808704
66,1541.706241
67,1506.170269
68,1453.633892
69,1492.020232
70,1598.279009
71,1630.62091
72,1470.389908
73,1483.21686
74,1505.020465
75,1453.973226
76,1484.120747
77,1493.233558
78,1410.503808
79,1504.272702
80,1549.007025
81,1530.393284
82,1474.440579
83,1420.556982
84,1501.793444
85,1498.026684
86,1558.80667
87,1522.879449
88,1528.948914
89,1446.098201
90,1526.796566
91,1493.942835
92,1486.318128
93,1494.570833
94,1500.70765
95,1484.42141
96,1483.305028
97,1507.04389
98,1482.859202
99,1570.8007
100,1524.146056
101,1544.207414
102,1474.979412
103,1503.213135
104,1555.474148
105,1582.514846
106,1487.431498
107,1620.884967
108,1594.348647
109,1509.560966
110,1561.352426
111,1554.557651
112,1505.40571
113,1466.50546
114,1487.678057
115,1500.16532
116,1564.416636
117,1426.568316
118,1458.918575
119,1519.560276
120,1423.947481
121,1468.974546
122,1530.302498
123,1530.454135
124,1542.808714
125,1507.68581
126,1464.642995
127,1485.368411
128,1496.076191
129,1509.921556
130,1480.063345
131,1538.073666
132,1601.377818
133,1426.624119
134,1545.420812
135,1480.411314
136,1511.136208
137,1546.644422
138,1503.904563
139,1529.133539
140,1606.460791
141,1524.45613
142,1472.053602
143,1570.578681
144,1509.551788
145,1405.946975
146,1562.962351
147,1505.136857
148,1528.09114
149,1542.540846
150,1557.618553
151,1524.871282
152,1536.020117
153,1616.699348
154,1543.934471
155,1513.731752
156,1603.441592
157,1488.454775
158,1602.31152
159,1595.655948
160,1479.311734
161,1535.757853
162,1449.793525
163,1502.61988
164,1531.472538
165,1475.314017
166,1508.324945
167,1481.307966
168,1573.742107
169,1587.564834
170,1525.800584
171,1630.048469
172,1479.150878
173,1563.714878
174,1528.752496
175,1569.666408
176,1586.137711
177,1599.157011
178,1547.553522
179,1562.137301
180,1528.518247
181,1583.282003
182,1565.454651
183,1544.384
184,1561.778311
185,1614.242762
186,1503.42269
187,1587.767921
188,1559.584325
189,1617.220764
190,1506.445144
191,1586.887055
192,1626.648259
193,1505.930664
194,1550.174929
195,1528.56263
196,1553.906614
197,1534.867254
198,1592.983895
199,1630.532711
200,1537.608874
201,1601.43478
202,1463.19671
203,1664.151613
204,1651.587916
205,1541.910073
206,1548.210161
207,1514.098901
208,1482.819183
209,1532.001288
210,1547.127147
211,1570.874273
212,1478.918325
213,1588.557827
214,1485.098169
215,1396.554659
216,1517.974179
217,1553.051992
218,1551.284469
219,1554.071617
220,1572.207757
221,1606.402604
222,1634.784431
223,1639.877329
224,1572.835653
225,1627.043845
226,1562.895655
227,1545.927859
228,1682.084699
229,1564.850037
230,1555.866446
231,1582.076206
232,1571.985304
233,1511.032776
234,1624.807412
235,1552.857221
236,1578.38317
237,1569.572695
238,1525.709608
239,1456.339353
240,1580.888829
241,1550.369941
242,1506.120801
243,1622.924125
244,1495.10455
245,1525.819396
246,1541.18432
247,1580.259762
248,1523.46666
249,1573.296873
250,1596.387862
251,1612.441236
252,1537.267115
253,1579.12724
254,1592.617491
255,1604.028989
256,1691.674073
257,1678.802612
258,1630.734796
259,1546.346597
260,1644.518931
261,1634.92796
262,1497.731495
263,1524.916225
264,1664.312107
265,1675.706431
266,1595.948765
267,1553.368119
268,1634.231087
269,1556.841243
270,1580.716256
271,1638.911232
272,1582.683926
273,1575.438943
274,1625.977799
275,1530.124307
276,1625.446325
277,1451.326561
278,1622.142557
279,1635.666581
280,1555.827978
281,1645.960116
282,1511.136328
283,1518.204906
284,1655.60255
285,1568.765466
286,1603.120392
287,1656.114615
288,1581.707878
289,1550.494757
290,1590.416125
291,1591.140204
292,1631.758356
293,1608.069414
294,1573.294341
295,1495.207767
296,1532.828872
297,1549.000608
298,1579.637185
299,1650.611046
300,1601.829523
301,1520.312676
302,1573.805916
