step,reward
0,1731.014767
1,1734.820835
2,1706.239427
3,1651.66907
4,1739.464054
5,1717.239446
6,1765.796862
7,1752.992246
8,1703.35059
9,1778.008449
10,1758.424166
11,1721.448884
12,1723.247982
13,1718.69883
14,1741.722423
15,1776.208886
16,1776.478234
17,1727.889335
18,1748.321651
19,1708.830696
20,1689.157933
21,1733.63823
22,1728.27934
23,1740.174065
24,1710.159069
25,1718.751936
26,1730.684207
27,1723.953379
28,1711.97466
29,1801.124656
30,1730.092635
31,1779.458254
32,1722.977499
33,1714.15152
34,1712.52274
35,1738.950533
36,1701.699572
37,1685.90372
38,1673.86827
39,1747.118968
40,1709.656683
41,1719.838148
42,1718.793574
43,1716.360718
44,1744.337247
45,1733.247453
46,1729.315651
47,1729.821925
48,1718.347949
49,1690.639746
50,1733.797954
51,1708.457279
52,1767.273198
53,1653.467313
54,1718.863546
55,1708.786962
56,1697.947079
57,1755.818887
58,1674.368997
59,1746.409619
60,1702.845994
61,1749.026896
62,1718.287866
63,1665.459862
64,1701.471265
65,1655.370708
66,1788.375873
67,1745.568978
68,1741.205206
69,1794.821667
70,1730.132721
71,1720.539208
72,1727.760525
73,1744.470962
74,1708.558238
75,1748.442217
76,1746.772763
77,1705.056981
78,1737.285406
79,1786.829239
80,1682.822488
81,1720.550296
82,1724.561443
83,1756.815654
84,1774.146959
85,1745.421449
86,1725.168607
87,1692.831471
88,1720.880159
89,1731.9074
90,1716.330426
91,1770.156642
92,1716.989078
93,1720.856191
94,1766.569187
95,1710.002274
96,1715.318432
97,1718.400658
98,1715.036475
99,1739.730993
100,1730.73205
101,1713.509016
102,1760.217127
103,1720.267503
104,1715.694389
105,1774.779083
106,1697.522848
107,1765.677072
108,1813.99365
109,1722.708176
110,1711.873805
111,1744.846896
112,1773.950638
113,1734.146226
114,1771.691669
115,1741.027208
116,1734.489766
117,1668.156875
118,1678.860251
119,1717.350032
120,1729.586175
121,1758.014579
122,1711.990301
123,1709.353868
124,1771.912439
125,1694.285363
126,1799.05286
127,1702.891096
128,1746.479632
129,1751.854817
130,1735.717689
131,1677.396097
132,1686.655628
133,1743.304887
134,1717.126521
135,1708.068465
136,1765.950136
137,1778.35703
138,1784.814877
139,1810.098454
140,1774.476823
141,1753.42028
142,1739.227226
143,1774.211172
144,1704.643638
145,1801.866605
146,1701.354802
147,1691.077073
148,1751.893267
149,1762.981702
150,1748.326328
151,1736.55372
152,1790.292074
153,1739.590234
154,1765.697693
155,1754.381491
156,1706.589786
157,1764.970949
158,1725.085801
159,1758.715207
160,1667.982227
161,1752.149739
162,1716.687481
163,1707.880232
164,1694.812245
165,1701.907491
166,1787.779082
167,1683.286307
168,1743.559618
169,1750.929411
170,1745.368724
171,1765.817134
172,1731.490087
173,1736.438649
174,1759.364568
175,1710.854199
176,1726.114399
177,1701.102155
178,1701.604314
179,1696.793942
180,1755.876505
181,1724.578459
182,1739.300348
183,1732.309854
184,1708.759032
185,1758.606961
186,1773.429148
187,1674.168161
188,1694.575533
189,1727.302195
190,1750.718573
191,1712.368152
192,1708.192358
193,1764.10657
194,1713.451804
195,1717.876647
196,1711.253945
197,1716.733033
198,1755.049619
199,1713.452213
200,1715.088056
201,1712.483585
202,1741.508164
203,1714.458619
204,1744.906073
205,1694.677501
206,1749.494308
207,1748.55183
208,1760.071475
209,1743.147514
210,1761.472744
211,1774.879684
212,1755.275843
213,1725.273087
214,1723.5834
215,1745.531262
216,1738.067744
217,1742.355248
218,1715.313873
219,1781.178679
220,1743.316426
221,1759.930073
222,1761.385826
223,1733.274989
224,1762.463635
225,1754.812655
226,1681.431954
227,1756.070081
228,1729.715974
229,1716.96849
230,1751.05453
