step,reward
0,1679.064319
1,1606.808328
2,1669.770313
3,1681.97889
4,1584.628479
5,1683.921641
6,1628.636008
7,1626.264337
8,1582.516565
9,1608.15039
10,1668.703841
11,1554.278441
12,1528.451379
13,1622.496948
14,1621.890331
15,1648.884239
16,1618.076735
17,1728.054566
18,1613.146016
19,1598.281062
20,1699.517789
21,1592.562794
22,1644.572959
23,1589.065147
24,1596.253592
25,1684.01464
26,1668.31511
27,1585.822036
28,1587.44573
29,1523.795408
30,1682.316733
31,1609.970916
32,1630.989481
33,1603.497295
34,1602.859227
35,1659.141461
36,1605.165989
37,1610.266373
38,1553.955988
39,1644.362811
40,1566.587199
41,1696.709855
42,1621.132202
43,1610.462342
44,1639.76512
45,1633.390904
46,1674.109861
47,1627.174836
48,1600.359559
49,1546.877007
50,1674.670845
51,1630.649398
52,1561.257915
53,1602.878658
54,1550.225543
55,1575.834707
56,1596.246592
57,1626.128017
58,1650.987595
59,1660.123691
60,1533.989391
61,1555.326835
62,1589.850028
63,1647.469782
64,1625.463545
65,1596.134522
66,1624.310345
67,1647.060987
68,1618.1643
69,1626.941063
70,1710.28551
71,1714.171561
72,1591.300302
73,1603.99781
74,1649.470398
75,1617.662965
76,1632.045197
77,1624.397041
78,1537.582557
79,1625.873663
80,1619.485027
81,1649.600316
82,1609.140973
83,1546.029784
84,1619.727697
85,1612.595271
86,1638.526151
87,1667.951386
88,1674.034969
89,1584.643808
90,1638.893658
91,1600.756971
92,1654.920222
93,1641.544564
94,1641.086211
95,1612.33943
96,1576.179821
97,1645.557533
98,1553.783127
99,1712.234018
100,1636.302693
101,1669.322229
102,1613.845382
103,1674.771547
104,1690.821827
105,1691.713677
106,1626.126591
107,1665.514754
108,1755.766635
109,1643.093682
110,1648.918916
111,1673.760243
112,1644.214913
113,1597.023555
114,1612.922844
115,1627.826415
116,1693.909439
117,1561.763388
118,1600.279681
119,1592.30189
120,1563.297499
121,1598.35664
122,1641.138221
123,1665.204213
124,1741.957003
125,1606.995958
126,1547.330711
127,1610.331515
128,1624.638661
129,1622.127044
130,1613.055325
131,1676.777779
132,1736.517486
133,1537.842021
134,1665.073025
135,1655.101458
136,1603.777187
137,1654.579788
138,1627.145947
139,1671.053958
140,1730.772426
141,1645.784082
142,1553.188492
143,1664.987538
144,1607.242096
145,1525.845792
146,1668.497175
147,1644.1764
148,1646.393815
149,1681.103395
150,1652.835478
151,1663.705291
152,1685.189547
153,1750.588523
154,1629.504692
155,1641.701381
156,1709.977275
157,1596.146144
158,1681.936947
159,1673.151343
160,1617.082117
161,1654.323202
162,1599.387224
163,1637.57858
164,1631.917053
165,1573.243578
166,1626.747721
167,1637.879018
168,1695.838696
169,1688.847885
170,1624.245035
171,1727.25271
172,1582.455292
173,1675.073314
174,1656.510901
175,1691.525778
176,1709.331188
177,1716.484066
178,1651.109314
179,1628.718803
180,1601.649941
181,1682.83584
182,1686.297045
183,1674.788579
184,1673.283617
185,1735.349856
186,1585.126084
187,1709.376863
188,1657.965886
189,1737.481869
190,1645.895962
191,1680.784778
192,1701.31569
193,1617.994449
194,1674.278014
195,1666.846735
196,1672.406911
197,1622.173945
198,1694.4041
199,1768.04719
200,1652.853638
201,1714.589947
202,1565.823948
203,1761.99146
204,1713.393863
205,1667.642906
206,1654.992565
207,1602.649381
208,1597.627801
209,1663.04026
210,1682.941942
211,1667.319941
212,1598.473205
213,1708.287467
214,1601.175797
215,1543.239502
216,1615.96571
217,1598.343091
218,1673.292556
219,1688.034943
220,1636.344587
221,1665.512431
222,1735.88326
223,1728.525348
224,1696.952214
225,1720.470954
226,1673.285597
227,1647.649628
228,1791.070439
229,1725.303572
230,1685.760017
231,1695.465699
232,1711.312481
233,1638.544016
234,1742.316814
235,1632.231136
236,1718.125334
237,1676.430535
238,1627.048831
239,1593.949363
240,1713.792383
241,1664.341507
242,1674.338083
243,1710.257902
244,1568.011313
245,1651.113884
246,1658.034502
247,1709.477157
248,1684.085423
249,1668.791082
250,1729.42001
251,1755.415789
252,1638.006868
253,1695.836415
254,1719.113587
255,1743.453182
256,1782.204768
257,1720.742042
258,1752.93094
259,1680.077702
260,1753.293675
261,1717.845568
262,1639.091879
263,1643.661357
264,1818.475512
265,1778.852665
266,1686.001223
267,1669.120337
268,1731.709006
269,1619.323119
270,1726.142422
271,1746.417486
272,1697.615867
273,1681.46949
274,1750.360928
275,1645.888996
276,1727.484858
277,1559.808005
278,1709.792854
279,1731.519621
280,1681.824338
281,1700.715364
282,1651.079393
283,1679.185765
284,1728.775624
285,1716.006388
286,1698.157652
287,1718.786445
288,1708.198953
289,1698.632099
290,1688.547802
291,1709.04329
292,1708.536934
293,1727.566892
294,1644.394174
295,1582.143834
296,1664.059994
297,1668.967005
298,1686.116284
299,1775.412815
300,1665.133375
301,1635.515888
302,1631.615448
303,1725.14445
304,1666.757556
305,1745.102776
306,1707.604832
307,1637.397314
308,1625.656622
309,1766.207505
310,1724.241141
311,1708.154149
312,1713.350567
313,1673.156497
314,1675.379839
315,1740.902259
316,1707.49995
317,1614.989234
318,1726.52336
319,1677.114721
320,1703.715336
321,1721.101862
322,1709.750787
323,1706.399205
324,1734.841932
325,1698.365853
326,1741.041154
327,1688.114916
328,1653.559574
329,1691.424693
330,1670.844594
331,1678.487568
332,1796.853528
333,1687.527246
334,1730.945277
335,1722.316471
336,1714.673051
337,1736.266226
338,1662.016157
339,1724.670986
340,1644.12873
341,1641.493087
342,1661.193366
343,1727.32986
344,1789.845043
345,1737.28823
346,1738.90781
347,1704.336123
348,1690.712018
349,1612.925142
350,1709.653922
351,1736.79549
352,1711.416487
353,1701.568061
354,1788.951398
355,1643.691008
356,1709.061545
357,1694.415134
358,1703.194641
359,1739.426087
360,1634.529683
361,1670.111466
362,1757.555326
363,1695.579965
364,1641.241118
365,1624.808382
366,1704.169702
367,1624.38236
368,1745.872577
369,1686.843523
370,1758.827831
371,1693.900396
372,1736.91554
373,1736.043175
374,1606.756789
375,1665.831222
376,1650.205001
377,1750.840309
378,1708.443214
379,1727.496648
380,1684.724968
381,1689.079909
382,1767.085158
383,1685.241644
384,1728.991653
385,1690.773653
386,1740.704088
387,1709.501957
388,1781.048616
389,1785.799588
390,1674.658803
391,1686.346803
392,1731.473914
393,1798.329706
394,1726.032545
395,1754.866483
396,1692.98191
397,1751.743937
398,1770.398778
399,1672.533212
400,1737.372683
401,1759.930157
402,1744.210738
403,1765.171655
404,1711.086019
405,1701.766557
406,1662.273306
407,1681.240805
408,1691.440092
409,1770.445732
410,1794.134003
411,1747.80692
412,1704.689194
413,1664.671283
414,1829.345635
415,1820.34361
416,1812.636197
417,1750.937029
